		Parts & Accessories Module	Supplier	Code	Supplier Description	P&A	MU	CTD	MU	GP	Sell	Base List	Install Type	TTF (Hours)	Labour ($)	Parts CTD	Sundry CTD	Total CTD	MU	GP	Parts	Sundry	Labour	Sell inc Install (if appl.)		Operation Code	Operation Description																															
		XSONIC AIRMAR P19 20 DEGREE	LOW	000-15880-001	XSONIC AIRMAR P19 20 DEGREE	155.2902	0.1	170.81922	0.059067538823154124	10.089870909090905	199	180.9090909090909	Transducer Installation - Transom Mount	1	130.09090909090907	170.81922	5	305.9101290909091	0.0846917125767139	25.908052727272718	199	7	159	365		LOW-000-15880-001	XSONIC AIRMAR P19 20 DEGREE																															
		XSONIC 50/200 HDI Transducer (20°)	LOW	000-13907-001	XSONIC 50/200 HDI Transducer (20°)	470.829294	0.1	517.9122234	0.03387122616914348	17.542322054545366	589	535.4545454545454	Labour Estimated - (4.0)	4	520.3636363636363	517.9122234	12.5	1050.7758597636362	0.07453068948965881	78.31504932727285	589	17	636	1242		LOW-000-13907-001	XSONIC 50/200 HDI Transducer (20°)																															
		XSONIC 50/200 HDI Transducer (12°)	LOW	000-13906-001	XSONIC 50/200 HDI Transducer (12°)	470.829294	0.1	517.9122234	0.03387122616914348	17.542322054545366	589	535.4545454545454	Labour Estimated - (4.0)	4	520.3636363636363	517.9122234	12.5	1050.7758597636362	0.07453068948965881	78.31504932727285	589	17	636	1242		LOW-000-13906-001	XSONIC 50/200 HDI Transducer (12°)																															
		XSONIC 50/200 HDI Transducer (0°)	LOW	000-13905-001	XSONIC 50/200 HDI Transducer (0°)	479.33839199999994	0.1	527.2722312	0.03275959233836955	17.27322334545454	599	544.5454545454545	Labour Estimated - (4.0)	4	520.3636363636363	527.2722312	12.5	1060.135867563636	0.07361881906471492	78.0459506181819	599	17	636	1252		LOW-000-13905-001	XSONIC 50/200 HDI Transducer (0°)																															
		XSONIC Airmar B45	LOW	000-13946-001	XSONIC Airmar B45	289.30199999999996	0.1	318.2322	0.025551896896782725	8.13143636363634	359	326.3636363636363	Labour Estimated - (4.0)	4	520.3636363636363	318.2322	12.5	851.0958363636362	0.08095934757566357	68.9041636363637	359	17	636	1012		LOW-000-13946-001	XSONIC Airmar B45																															
		XSONIC AIRMAR B60 0 DEG	LOW	000-16185-001	XSONIC AIRMAR B60 0 DEG	353.8392	0.1	389.22312	0.02535252554090073	9.86778909090907	439	399.09090909090907	Labour Estimated - (4.0)	4	520.3636363636363	389.22312	12.5	922.0867563636363	0.07660940348196306	70.64051636363638	439	17	636	1092		LOW-000-16185-001	XSONIC AIRMAR B60 0 DEG																															
		XSONIC Airmar SS60 (0°)	LOW	000-13784-001	XSONIC Airmar SS60 (0°)	403.4706	0.1	443.81766	0.022123282873339555	9.818703636363637	499	453.6363636363636	Labour Estimated - (4.0)	4	520.3636363636363	443.81766	12.5	976.6812963636362	0.07227683295658054	70.59143090909106	499	17	636	1152		LOW-000-13784-001	XSONIC Airmar SS60 (0°)																															
		XSONIC Airmar B60 (0°) (6ft BoatBuilder)	LOW	000-16184-001	XSONIC Airmar B60 (0°) (6ft BoatBuilder)	353.8392	0.1	389.22312	0.02535252554090073	9.86778909090907	439	399.09090909090907	Labour Estimated - (4.0)	4	520.3636363636363	389.22312	12.5	922.0867563636363	0.07660940348196306	70.64051636363638	439	17	636	1092		LOW-000-16184-001	XSONIC Airmar B60 (0°) (6ft BoatBuilder)																															
		XSONIC Airmar SS60 (12°)	LOW	000-13785-001	XSONIC Airmar SS60 (12°)	403.4706	0.1	443.81766	0.022123282873339555	9.818703636363637	499	453.6363636363636	Labour Estimated - (4.0)	4	520.3636363636363	443.81766	12.5	976.6812963636362	0.07227683295658054	70.59143090909106	499	17	636	1152		LOW-000-13785-001	XSONIC Airmar SS60 (12°)																															
		XSONIC Airmar B60 (20°)	LOW	000-16188-001	XSONIC Airmar B60 (20°)	353.8392	0.1	389.22312	0.02535252554090073	9.86778909090907	439	399.09090909090907	Labour Estimated - (4.0)	4	520.3636363636363	389.22312	12.5	922.0867563636363	0.07660940348196306	70.64051636363638	439	17	636	1092		LOW-000-16188-001	XSONIC Airmar B60 (20°)																															
		XSONIC Airmar SS60 (20°)	LOW	000-13786-001	XSONIC Airmar SS60 (20°)	403.4706	0.1	443.81766	0.022123282873339555	9.818703636363637	499	453.6363636363636	Labour Estimated - (4.0)	4	520.3636363636363	443.81766	12.5	976.6812963636362	0.07227683295658054	70.59143090909106	499	17	636	1152		LOW-000-13786-001	XSONIC Airmar SS60 (20°)																															
		XSONIC Airmar B60 (20°) (6ft BoatBuilder)	LOW	000-16187-001	XSONIC Airmar B60 (20°) (6ft BoatBuilder)	353.8392	0.1	389.22312	0.02535252554090073	9.86778909090907	439	399.09090909090907	Labour Estimated - (4.0)	4	520.3636363636363	389.22312	12.5	922.0867563636363	0.07660940348196306	70.64051636363638	439	17	636	1092		LOW-000-16187-001	XSONIC Airmar B60 (20°) (6ft BoatBuilder)																															
		XSONIC Airmar B75H (0°)	LOW	000-16189-001	XSONIC Airmar B75H (0°)	779.2902	0.1	857.2192200000001	0.027635720660918933	23.689870909090814	969	880.9090909090909	Labour Estimated - (4.0)	4	520.3636363636363	857.2192200000001	12.5	1390.0828563636364	0.06076083723726121	84.46259818181807	969	17	636	1622		LOW-000-16189-001	XSONIC Airmar B75H (0°)																															
		XSONIC Airmar SS75H (0°)	LOW	000-13911-001	XSONIC Airmar SS75H (0°)	814.7451000000001	0.1	896.2196100000001	0.023491025009737453	21.05311727272715	1009	917.2727272727273	Labour Estimated - (4.0)	4	520.3636363636363	896.2196100000001	12.5	1429.0832463636364	0.05725757736903275	81.8258445454544	1009	17	636	1662		LOW-000-13911-001	XSONIC Airmar SS75H (0°)																															
		XSONIC Airmar B75H (12°)	LOW	000-16190-001	XSONIC Airmar B75H (12°)	779.2902	0.1	857.2192200000001	0.027635720660918933	23.689870909090814	969	880.9090909090909	Labour Estimated - (4.0)	4	520.3636363636363	857.2192200000001	12.5	1390.0828563636364	0.06076083723726121	84.46259818181807	969	17	636	1622		LOW-000-16190-001	XSONIC Airmar B75H (12°)																															
		XSONIC Airmar SS75H (12°)	LOW	000-13912-001	XSONIC Airmar SS75H (12°)	814.7451000000001	0.1	896.2196100000001	0.023491025009737453	21.05311727272715	1009	917.2727272727273	Labour Estimated - (4.0)	4	520.3636363636363	896.2196100000001	12.5	1429.0832463636364	0.05725757736903275	81.8258445454544	1009	17	636	1662		LOW-000-13912-001	XSONIC Airmar SS75H (12°)																															
		XSONIC Airmar B75H (20°)	LOW	000-16191-001	XSONIC Airmar B75H (20°)	779.2902	0.1	857.2192200000001	0.027635720660918933	23.689870909090814	969	880.9090909090909	Labour Estimated - (4.0)	4	520.3636363636363	857.2192200000001	12.5	1390.0828563636364	0.06076083723726121	84.46259818181807	969	17	636	1622		LOW-000-16191-001	XSONIC Airmar B75H (20°)																															
		XSONIC Airmar SS75H (20°)	LOW	000-13913-001	XSONIC Airmar SS75H (20°)	814.7451000000001	0.1	896.2196100000001	0.023491025009737453	21.05311727272715	1009	917.2727272727273	Labour Estimated - (4.0)	4	520.3636363636363	896.2196100000001	12.5	1429.0832463636364	0.05725757736903275	81.8258445454544	1009	17	636	1662		LOW-000-13913-001	XSONIC Airmar SS75H (20°)																															
		XSONIC Airmar B75M (0°)	LOW	000-16192-001	XSONIC Airmar B75M (0°)	828.9294	0.1	911.8223399999999	0.02591755478873817	23.632205454545442	1029	935.4545454545454	Labour Estimated - (4.0)	4	520.3636363636363	911.8223399999999	12.5	1444.6859763636362	0.05842441479201261	84.40493272727281	1029	17	636	1682		LOW-000-16192-001	XSONIC Airmar B75M (0°)																															
		XSONIC Airmar SS75M (0°)	LOW	000-13908-001	XSONIC Airmar SS75M (0°)	814.749	0.1	896.2239000000001	0.02348612581379182	21.04882727272718	1009	917.2727272727273	Labour Estimated - (4.0)	4	520.3636363636363	896.2239000000001	12.5	1429.0875363636364	0.05725440357114313	81.82155454545432	1009	17	636	1662		LOW-000-13908-001	XSONIC Airmar SS75M (0°)																															
		XSONIC Airmar B75M (12°)	LOW	000-16193-001	XSONIC Airmar B75M (12°)	828.9294	0.1	911.8223399999999	0.02591755478873817	23.632205454545442	1029	935.4545454545454	Labour Estimated - (4.0)	4	520.3636363636363	911.8223399999999	12.5	1444.6859763636362	0.05842441479201261	84.40493272727281	1029	17	636	1682		LOW-000-16193-001	XSONIC Airmar B75M (12°)																															
		XSONIC Airmar SS75M (12°)	LOW	000-13909-001	XSONIC Airmar SS75M (12°)	814.749	0.1	896.2239000000001	0.02348612581379182	21.04882727272718	1009	917.2727272727273	Labour Estimated - (4.0)	4	520.3636363636363	896.2239000000001	12.5	1429.0875363636364	0.05725440357114313	81.82155454545432	1009	17	636	1662		LOW-000-13909-001	XSONIC Airmar SS75M (12°)																															
		XSONIC Airmar B75M (20°)	LOW	000-16194-001	XSONIC Airmar B75M (20°)	828.9294	0.1	911.8223399999999	0.02591755478873817	23.632205454545442	1029	935.4545454545454	Labour Estimated - (4.0)	4	520.3636363636363	911.8223399999999	12.5	1444.6859763636362	0.05842441479201261	84.40493272727281	1029	17	636	1682		LOW-000-16194-001	XSONIC Airmar B75M (20°)																															
		XSONIC Airmar SS75M (20°)	LOW	000-13910-001	XSONIC Airmar SS75M (20°)	814.749	0.1	896.2239000000001	0.02348612581379182	21.04882727272718	1009	917.2727272727273	Labour Estimated - (4.0)	4	520.3636363636363	896.2239000000001	12.5	1429.0875363636364	0.05725440357114313	81.82155454545432	1009	17	636	1662		LOW-000-13910-001	XSONIC Airmar SS75M (20°)																															
		XSONIC Airmar P79	LOW	000-13942-001	XSONIC Airmar P79	172.302	0.1	189.5322	0.050433166981173	9.558709090909076	219	199.09090909090907	Labour Estimated - (4.0)	4	520.3636363636363	189.5322	12.5	722.3958363636362	0.09735858489670651	70.33143636363639	219	17	636	872		LOW-000-13942-001	XSONIC Airmar P79																															
		XSONIC Airmar B150M (20°)	LOW	000-13922-001	XSONIC Airmar B150M (20°)	474.3804	0.1	521.81844	0.026131896478294964	13.636105454545373	589	535.4545454545454	Labour Estimated - (4.0)	4	520.3636363636363	521.81844	12.5	1054.6820763636363	0.07055095975824457	74.40883272727274	589	17	636	1242		LOW-000-13922-001	XSONIC Airmar B150M (20°)																															
		XSONIC Airmar B150M (12°)	LOW	000-13921-001	XSONIC Airmar B150M (12°)	474.3804	0.1	521.81844	0.026131896478294964	13.636105454545373	589	535.4545454545454	Labour Estimated - (4.0)	4	520.3636363636363	521.81844	12.5	1054.6820763636363	0.07055095975824457	74.40883272727274	589	17	636	1242		LOW-000-13921-001	XSONIC Airmar B150M (12°)																															
		XSONIC Airmar B150M (0°)	LOW	000-13920-001	XSONIC Airmar B150M (0°)	474.3804	0.1	521.81844	0.026131896478294964	13.636105454545373	589	535.4545454545454	Labour Estimated - (4.0)	4	520.3636363636363	521.81844	12.5	1054.6820763636363	0.07055095975824457	74.40883272727274	589	17	636	1242		LOW-000-13920-001	XSONIC Airmar B150M (0°)																															
		XSONIC Airmar SS164 (20°)	LOW	000-13918-001	XSONIC Airmar SS164 (20°)	1106.8838039999998	0.1	1217.5721843999997	0.022153323220624296	26.973270145454762	1369	1244.5454545454545	Labour Estimated - (4.0)	4	520.3636363636363	1217.5721843999997	12.5	1750.435820763636	0.05012808603282719	87.74599741818201	1369	17	636	2022		LOW-000-13918-001	XSONIC Airmar SS164 (20°)																															
		XSONIC Airmar SS164 (12°)	LOW	000-13917-001	XSONIC Airmar SS164 (12°)	1106.8838039999998	0.1	1217.5721843999997	0.022153323220624296	26.973270145454762	1369	1244.5454545454545	Labour Estimated - (4.0)	4	520.3636363636363	1217.5721843999997	12.5	1750.435820763636	0.05012808603282719	87.74599741818201	1369	17	636	2022		LOW-000-13917-001	XSONIC Airmar SS164 (12°)																															
		XSONIC Airmar SS164 (0°)	LOW	000-13916-001	XSONIC Airmar SS164 (0°)	1106.8838039999998	0.1	1217.5721843999997	0.022153323220624296	26.973270145454762	1369	1244.5454545454545	Labour Estimated - (4.0)	4	520.3636363636363	1217.5721843999997	12.5	1750.435820763636	0.05012808603282719	87.74599741818201	1369	17	636	2022		LOW-000-13916-001	XSONIC Airmar SS164 (0°)																															
		XSONIC Airmar B175H-W (0°)	LOW	000-16196-001	XSONIC Airmar B175H-W (0°)	1559.2902	0.1	1715.21922	0.022397803842452022	38.41714363636356	1929	1753.6363636363635	Labour Estimated - (4.0)	4	520.3636363636363	1715.21922	12.5	2248.082856363636	0.044121981815890284	99.18987090909104	1929	17	636	2582		LOW-000-16196-001	XSONIC Airmar B175H-W (0°)																															
		XSONIC Airmar SS175H-W (0°)	LOW	000-13780-001	XSONIC Airmar SS175H-W (0°)	1573.465608	0.1	1730.8121688	0.02369177531644683	41.00601301818165	1949	1771.8181818181818	Labour Estimated - (4.0)	4	520.3636363636363	1730.8121688	12.5	2263.675805163636	0.04496171229941274	101.7787402909089	1949	17	636	2602		LOW-000-13780-001	XSONIC Airmar SS175H-W (0°)																															
		XSONIC Airmar B175H-W (0°) (6ft - Boatbuilder)	LOW	000-16195-001	XSONIC Airmar B175H-W (0°) (6ft - Boatbuilder)	1559.2902	0.1	1715.21922	0.022397803842452022	38.41714363636356	1929	1753.6363636363635	Labour Estimated - (4.0)	4	520.3636363636363	1715.21922	12.5	2248.082856363636	0.044121981815890284	99.18987090909104	1929	17	636	2582		LOW-000-16195-001	XSONIC Airmar B175H-W (0°) (6ft - Boatbuilder)																															
		XSONIC Airmar B175H-W (12°)	LOW	000-16198-001	XSONIC Airmar B175H-W (12°)	1559.2902	0.1	1715.21922	0.022397803842452022	38.41714363636356	1929	1753.6363636363635	Labour Estimated - (4.0)	4	520.3636363636363	1715.21922	12.5	2248.082856363636	0.044121981815890284	99.18987090909104	1929	17	636	2582		LOW-000-16198-001	XSONIC Airmar B175H-W (12°)																															
		XSONIC Airmar SS175H-W (12°)	LOW	000-13781-001	XSONIC Airmar SS175H-W (12°)	1573.465608	0.1	1730.8121688	0.02369177531644683	41.00601301818165	1949	1771.8181818181818	Labour Estimated - (4.0)	4	520.3636363636363	1730.8121688	12.5	2263.675805163636	0.04496171229941274	101.7787402909089	1949	17	636	2602		LOW-000-13781-001	XSONIC Airmar SS175H-W (12°)																															
		XSONIC Airmar B175H-W (12°) (6ft - Boatbuilder)	LOW	000-16197-001	XSONIC Airmar B175H-W (12°) (6ft - Boatbuilder)	1559.2902	0.1	1715.21922	0.022397803842452022	38.41714363636356	1929	1753.6363636363635	Labour Estimated - (4.0)	4	520.3636363636363	1715.21922	12.5	2248.082856363636	0.044121981815890284	99.18987090909104	1929	17	636	2582		LOW-000-16197-001	XSONIC Airmar B175H-W (12°) (6ft - Boatbuilder)																															
		XSONIC Airmar B175H-W (20°)	LOW	000-16200-001	XSONIC Airmar B175H-W (20°)	1559.2902	0.1	1715.21922	0.022397803842452022	38.41714363636356	1929	1753.6363636363635	Labour Estimated - (4.0)	4	520.3636363636363	1715.21922	12.5	2248.082856363636	0.044121981815890284	99.18987090909104	1929	17	636	2582		LOW-000-16200-001	XSONIC Airmar B175H-W (20°)																															
		XSONIC Airmar SS175H-W (20°)	LOW	000-13782-001	XSONIC Airmar SS175H-W (20°)	1573.465608	0.1	1730.8121688	0.02369177531644683	41.00601301818165	1949	1771.8181818181818	Labour Estimated - (4.0)	4	520.3636363636363	1730.8121688	12.5	2263.675805163636	0.04496171229941274	101.7787402909089	1949	17	636	2602		LOW-000-13782-001	XSONIC Airmar SS175H-W (20°)																															
		XSONIC Airmar B175H-W (20°) (6ft - Boatbuilder)	LOW	000-16199-001	XSONIC Airmar B175H-W (20°) (6ft - Boatbuilder)	1559.2902	0.1	1715.21922	0.022397803842452022	38.41714363636356	1929	1753.6363636363635	Labour Estimated - (4.0)	4	520.3636363636363	1715.21922	12.5	2248.082856363636	0.044121981815890284	99.18987090909104	1929	17	636	2582		LOW-000-16199-001	XSONIC Airmar B175H-W (20°) (6ft - Boatbuilder)																															
		XSONIC Airmar B175M (0°)	LOW	000-16202-001	XSONIC Airmar B175M (0°)	1346.5608	0.1	1481.21688	0.02434204454429881	36.055847272727306	1669	1517.2727272727273	Labour Estimated - (4.0)	4	520.3636363636363	1481.21688	12.5	2014.0805163636362	0.048075821080020925	96.82857454545433	1669	17	636	2322		LOW-000-16202-001	XSONIC Airmar B175M (0°)																															
		XSONIC Airmar SS175M (0°)	LOW	000-13777-001	XSONIC Airmar SS175M (0°)	1346.5608	0.1	1481.21688	0.02434204454429881	36.055847272727306	1669	1517.2727272727273	Labour Estimated - (4.0)	4	520.3636363636363	1481.21688	12.5	2014.0805163636362	0.048075821080020925	96.82857454545433	1669	17	636	2322		LOW-000-13777-001	XSONIC Airmar SS175M (0°)																															
		XSONIC Airmar B175M (0°) (6ft - Boatbuilder)	LOW	000-16201-001	XSONIC Airmar B175M (0°) (6ft - Boatbuilder)	1346.5608	0.1	1481.21688	0.02434204454429881	36.055847272727306	1669	1517.2727272727273	Labour Estimated - (4.0)	4	520.3636363636363	1481.21688	12.5	2014.0805163636362	0.048075821080020925	96.82857454545433	1669	17	636	2322		LOW-000-16201-001	XSONIC Airmar B175M (0°) (6ft - Boatbuilder)																															
		XSONIC Airmar B175M (12°)	LOW	000-16203-001	XSONIC Airmar B175M (12°)	1346.5608	0.1	1481.21688	0.02434204454429881	36.055847272727306	1669	1517.2727272727273	Labour Estimated - (4.0)	4	520.3636363636363	1481.21688	12.5	2014.0805163636362	0.048075821080020925	96.82857454545433	1669	17	636	2322		LOW-000-16203-001	XSONIC Airmar B175M (12°)																															
