																																																																										
		300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File																																																																			
																																																																										
		Catalogue No	Material	Description	MOQ	Barcode No	Nett Price																																																																			
		2XD012984101	012984101	Flashing Beacon Ultraray 2.1, Amber, Magnet Mount	1	4082300631876	370.48																																																																			
		2XD012984111	012984111	Flashing Beacon Ultraray 2.1, Blue, Magnet Mount	1	4082300631623	370.48																																																																			
		2XD012984131	012984131	Flashing Beacon Ultraray 2.1, Green, Magnet Mount	1	4082300631647	370.48																																																																			
		2XD012985001	012985001	Rotating And Flashing Beacon Duraray 4.0, Amber	1	4082300631661	434.41																																																																			
		2XD012985011	012985011	Rotating And Flashing Beacon Duraray 4.0, Blue	1	4082300631685	434.41																																																																			
		2XD012985021	012985021	Rotating And Flashing Beacon Duraray 4.0, Red	1	4082300631791	434.41																																																																			
		2XD012985031	012985031	Rotating And Flashing Beacon Duraray 4.0, Green	1	4082300631678	434.41																																																																			
		2XD012985101	012985101	Rotating And Flashing Beacon Duraray 4.0, Amber, Magnet Mount	1	4082300631814	485.65																																																																			
		2XD014562101	014562101	Bst Slim Flasher, 6 Led, Blue, set of 2	1	4082300773125	179.58																																																																			
		2XD014562401	014562401	Bst Slim Flasher, 6 Led, Amber, set of 2	1	4082300763799	179.58																																																																			
		2XD014562701	014562701	Bst Slim Flasher, 6 Led, Red, set of 2	1	4082300763805	179.58																																																																			
		2XD014562811	014562811	Bst Slim Flasher, 6 Led, Blue And Red	1	4082300772333	176.4																																																																			
		2XD014562901	014562901	Bst Slim Flasher, 6 Led, White, set of 2	1	4082300752342	179.58																																																																			
		2XD014563101	014563101	Bst Slim Flasher, 3 Led, Blue, set of 2	1	4082300772784	133.81																																																																			
		2XD014563401	014563401	Bst Slim Flasher, 3 Led, Amber, set of 2	1	4082300772777	133.81																																																																			
		2XD014563701	014563701	Bst Slim Flasher, 3 Led, Red, set of 2	1	4082300772760	133.81																																																																			
		2XD014563901	014563901	Bst Slim Flasher, 3 Led, White, set of 2	1	4082300752397	133.81																																																																			
		2XD014564021	014564021	Bst Round Flasher, Blue And Red	1	4082300770896	272.3																																																																			
		2XD066146001	066146001	Strobe-Type Beacon, K-Led Nano	1	4082300819526	68.88																																																																			
		2XD066146011	066146011	Strobe-Type Beacon, K-Led Nano, Pipe Mount	1	4082300819533	91.87																																																																			
		2XD066147001	066147001	K-LED 50 Amber flashing Beacon	1	4082300945997	67.53																																																																			
		2XD066147011	066147011	K-LED 50 Amber flashing pipe mount Beacon	1	4082300946086	90.07																																																																			
		2XD066147101	066147101	K-LED 50 Blue flashing Beacon	1	4082300946024	83.44																																																																			
		2XD066147201	066147201	K-LED 50 Red flashing Beacon	1	4082300946031	83.44																																																																			
		2XD066147211	066147211	K-LED 50 Red flashing pipe mount Beacon	1	4082300946093	95.59																																																																			
		2XD066147301	066147301	K-LED 50 Green flashing Beacon	1	4082300946055	83.44																																																																			
